sha,version,date,subject,changeCount,packageChangeCount,pathEndpointCount,workspaces,semanticIds,directSemanticIds,dependencySemanticIds,evidenceReports,evidenceLabels,coverage,paths,changes
49956a7cd022773bf85198075a0c5ffd6aaf4059,v0.80.3,2026-06-25T14:08:53+02:00,docs(agent): close completed issues in wrap prompt,1,0,1,.pi,TR-011,TR-011,,tui-repo,docs,EVIDENCE_LINKED,.pi/prompts/wr.md,M:.pi/prompts/wr.md
09f10595755040963796cbd4d925a0f56a7f4b97,v0.80.3,2026-06-25T14:10:05+02:00,fix(ai): clamp streamSimple max tokens,13,13,13,ai,AI-007;AI-021;AI-028,AI-007,AI-021;AI-028,ai,MISSING;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/api/anthropic-messages.ts;packages/ai/src/api/azure-openai-responses.ts;packages/ai/src/api/bedrock-converse-stream.ts;packages/ai/src/api/google-generative-ai.ts;packages/ai/src/api/google-vertex.ts;packages/ai/src/api/mistral-conversations.ts;packages/ai/src/api/openai-codex-responses.ts;packages/ai/src/api/openai-completions.ts;packages/ai/src/api/openai-responses.ts;packages/ai/src/api/simple-options.ts;packages/ai/src/utils/estimate.ts;packages/ai/test/openai-completions-empty-tools.test.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/api/anthropic-messages.ts;M:packages/ai/src/api/azure-openai-responses.ts;M:packages/ai/src/api/bedrock-converse-stream.ts;M:packages/ai/src/api/google-generative-ai.ts;M:packages/ai/src/api/google-vertex.ts;M:packages/ai/src/api/mistral-conversations.ts;M:packages/ai/src/api/openai-codex-responses.ts;M:packages/ai/src/api/openai-completions.ts;M:packages/ai/src/api/openai-responses.ts;M:packages/ai/src/api/simple-options.ts;A:packages/ai/src/utils/estimate.ts;M:packages/ai/test/openai-completions-empty-tools.test.ts
e454f50b48d7ca0ac984bccc166c3bfe96f5ad58,v0.80.3,2026-06-25T14:44:25+02:00,fix(coding-agent): allow session id for no-session runs,5,5,5,coding-agent,CC-004;CC-048;CU-021,CC-004;CU-021,CC-048,coding-core;coding-ui,ALREADY;PARTIAL;PRESENT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/core/session-manager.ts;packages/coding-agent/src/main.ts;packages/coding-agent/test/session-id-readonly.test.ts;packages/coding-agent/test/session-manager/custom-session-id.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/core/session-manager.ts;M:packages/coding-agent/src/main.ts;M:packages/coding-agent/test/session-id-readonly.test.ts;M:packages/coding-agent/test/session-manager/custom-session-id.test.ts
f14b3594c16de2679709e3b1c7ba06277872ec93,v0.80.3,2026-06-25T14:49:18+02:00,fix(coding-agent): show length stop errors,3,3,3,coding-agent,CU-020,CU-020,,coding-ui,MISSING,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/modes/interactive/components/assistant-message.ts;packages/coding-agent/test/assistant-message.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/modes/interactive/components/assistant-message.ts;M:packages/coding-agent/test/assistant-message.test.ts
543710f643f5f413eeb40276f1231a71b83585ae,v0.80.3,2026-06-25T15:16:18+02:00,fix(coding-agent): reject invalid session files,5,5,5,coding-agent,CC-005;CU-021,CC-005;CU-021,,coding-core;coding-ui,ALREADY;CONFLICT;MISSING;PORT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/core/session-manager.ts;packages/coding-agent/src/main.ts;packages/coding-agent/test/session-file-invalid.test.ts;packages/coding-agent/test/session-manager/file-operations.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/core/session-manager.ts;M:packages/coding-agent/src/main.ts;A:packages/coding-agent/test/session-file-invalid.test.ts;M:packages/coding-agent/test/session-manager/file-operations.test.ts
774288587fc0acf383f610767256ec663af74dfe,v0.80.3,2026-06-25T15:18:18+02:00,fix(coding-agent): update OpenAI default model,2,2,2,coding-agent,CC-006;CU-024,CC-006;CU-024,,coding-core;coding-ui,PARTIAL;PORT;SUPERSEDED,EVIDENCE_LINKED,packages/coding-agent/src/core/model-resolver.ts;packages/coding-agent/test/model-resolver.test.ts,M:packages/coding-agent/src/core/model-resolver.ts;M:packages/coding-agent/test/model-resolver.test.ts
0d145e895c261d19c1f94549f64088c5ed7f0de4,v0.80.3,2026-06-25T15:20:08+02:00,fix(coding-agent): shorten invalid session error,3,3,3,coding-agent,CC-005;CU-021,CC-005;CU-021,,coding-core;coding-ui,ALREADY;CONFLICT;MISSING;PORT,EVIDENCE_LINKED,packages/coding-agent/src/core/session-manager.ts;packages/coding-agent/test/session-file-invalid.test.ts;packages/coding-agent/test/session-manager/file-operations.test.ts,M:packages/coding-agent/src/core/session-manager.ts;M:packages/coding-agent/test/session-file-invalid.test.ts;M:packages/coding-agent/test/session-manager/file-operations.test.ts
73581ea995e5e2abae51fc29cf535f42b7d31403,v0.80.3,2026-06-25T21:43:03+08:00,fix(coding-agent): avoid pre-prompt compaction continue,2,2,2,coding-agent,CC-007;CU-022;HC-005,CC-007;CU-022;HC-005,,coding-core;coding-ui;hcp,CONFLICT;PARTIAL;merge,EVIDENCE_LINKED,packages/coding-agent/src/core/agent-session.ts;packages/coding-agent/test/suite/regressions/pre-prompt-compaction-no-continue.test.ts,M:packages/coding-agent/src/core/agent-session.ts;A:packages/coding-agent/test/suite/regressions/pre-prompt-compaction-no-continue.test.ts
1d48616328f27ff37badc40c6a6b2acf48bfd686,v0.80.3,2026-06-25T16:01:07+02:00,"Fix examples, update to latest undici for vuln fix",5,4,5,coding-agent;package-lock.json,TR-016,TR-016,,coding-ui;tui-repo,PARTIAL;docs,EVIDENCE_LINKED,package-lock.json;packages/coding-agent/examples/extensions/custom-compaction.ts;packages/coding-agent/examples/extensions/handoff.ts;packages/coding-agent/examples/extensions/qna.ts;packages/coding-agent/examples/extensions/summarize.ts,M:package-lock.json;M:packages/coding-agent/examples/extensions/custom-compaction.ts;M:packages/coding-agent/examples/extensions/handoff.ts;M:packages/coding-agent/examples/extensions/qna.ts;M:packages/coding-agent/examples/extensions/summarize.ts
7ba1b6bfeff9aa72dbdbc4d386103e06b2f53803,v0.80.3,2026-06-11T15:59:27-07:00,feat(coding-agent): add get_entries and get_tree RPC commands,6,6,6,coding-agent,CC-008;CU-003,CC-008;CU-003,,coding-core;coding-ui,CONFLICT;MISSING;PORT;PRESENT;merge;release,EVIDENCE_LINKED,packages/coding-agent/docs/rpc.md;packages/coding-agent/src/index.ts;packages/coding-agent/src/modes/rpc/rpc-client.ts;packages/coding-agent/src/modes/rpc/rpc-mode.ts;packages/coding-agent/src/modes/rpc/rpc-types.ts;packages/coding-agent/test/rpc.test.ts,M:packages/coding-agent/docs/rpc.md;M:packages/coding-agent/src/index.ts;M:packages/coding-agent/src/modes/rpc/rpc-client.ts;M:packages/coding-agent/src/modes/rpc/rpc-mode.ts;M:packages/coding-agent/src/modes/rpc/rpc-types.ts;M:packages/coding-agent/test/rpc.test.ts
122527b22a957056b26645014f2f205394b2ca11,v0.80.3,2026-06-26T10:01:16+02:00,fix: rpc-entry and bun support,5,5,5,coding-agent;orchestrator,CC-008;CU-004;TR-006,CC-008;CU-004;TR-006,,coding-core;coding-ui;tui-repo,CONFLICT;MISSING;PORT;PRESENT;merge;release,EVIDENCE_LINKED,packages/coding-agent/package.json;packages/coding-agent/src/rpc-entry.ts;packages/orchestrator/package.json;packages/orchestrator/src/config.ts;packages/orchestrator/src/rpc-process.ts,M:packages/coding-agent/package.json;A:packages/coding-agent/src/rpc-entry.ts;M:packages/orchestrator/package.json;M:packages/orchestrator/src/config.ts;M:packages/orchestrator/src/rpc-process.ts
7f9300763e43d7242d22ef6a8b46a290157cccdb,v0.80.3,2026-06-26T12:36:07+02:00,fix: orch (dynamic) version,2,2,2,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/config.ts;packages/orchestrator/src/radius.ts,M:packages/orchestrator/src/config.ts;M:packages/orchestrator/src/radius.ts
9505389beb3b4f7e1ae84d41162506376cd12c8c,v0.80.3,2026-06-26T12:37:06+02:00,fix: git url,1,1,1,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/package.json,M:packages/orchestrator/package.json
2f853bbce0ac112a0a69e9188ce22ea3dbdf1dfd,v0.80.3,2026-06-26T12:47:09+02:00,fix: class RpcProcessInstance as state machine,2,2,2,orchestrator,HC-006;TR-006,HC-006;TR-006,,hcp;tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/rpc-process.ts;packages/orchestrator/src/supervisor.ts,M:packages/orchestrator/src/rpc-process.ts;M:packages/orchestrator/src/supervisor.ts
988990f1c2d7426a9ded484919b387d016652776,v0.80.3,2026-06-26T13:12:43+02:00,fix: lockfile drift,2,1,2,coding-agent;package-lock.json,TR-006;TR-017,TR-006;TR-017,,coding-ui;tui-repo,N/A;release,EVIDENCE_LINKED,package-lock.json;packages/coding-agent/npm-shrinkwrap.json,M:package-lock.json;M:packages/coding-agent/npm-shrinkwrap.json
0760bbae9bc8b35ab6c4d15bf354f6627c47ce3e,v0.80.3,2026-06-26T13:30:29+02:00,fix: lockfile drift,2,1,2,coding-agent;package-lock.json,TR-006;TR-017,TR-006;TR-017,,coding-ui;tui-repo,N/A;release,EVIDENCE_LINKED,package-lock.json;packages/coding-agent/npm-shrinkwrap.json,M:package-lock.json;M:packages/coding-agent/npm-shrinkwrap.json
87ad8243cb92eda6af97eca68224893fdb092521,v0.80.3,2026-06-26T13:46:22+02:00,feat(experimental): pi orchestrator,0,0,0,,HC-006;HC-009;TR-006,HC-006;HC-009;TR-006,,coding-core;hcp;parent-review;tui-repo,NO-OP;PORT;merge,EVIDENCE_LINKED,,
622eca76089f9c3b1af358f8c7cfa7937fbe5b0a,v0.80.3,2026-06-26T14:45:15+02:00,feat(coding-agent): add installer lock generation,6,2,6,.github;coding-agent;package.json;scripts,HC-008;TR-009,HC-008;TR-009,,coding-ui;hcp;tui-repo,N/A;release,EVIDENCE_LINKED,.github/workflows/build-binaries.yml;package.json;packages/coding-agent/install-lock/package-lock.json;packages/coding-agent/install-lock/package.json;scripts/generate-coding-agent-install-lock.mjs;scripts/release.mjs,M:.github/workflows/build-binaries.yml;M:package.json;A:packages/coding-agent/install-lock/package-lock.json;A:packages/coding-agent/install-lock/package.json;A:scripts/generate-coding-agent-install-lock.mjs;M:scripts/release.mjs
f2e9d75388fe17325ebe31372e5287b4acdb67a3,v0.80.3,2026-06-27T19:23:52+02:00,fix(coding-agent): preserve backslash escapes in user messages,5,5,5,coding-agent;tui,CU-020;TR-001,CU-020;TR-001,,coding-ui;tui-repo,MISSING,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/modes/interactive/components/user-message.ts;packages/tui/CHANGELOG.md;packages/tui/src/components/markdown.ts;packages/tui/test/markdown.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/modes/interactive/components/user-message.ts;M:packages/tui/CHANGELOG.md;M:packages/tui/src/components/markdown.ts;M:packages/tui/test/markdown.test.ts
5a073885b5f23cd6125cda0927cf50acf2bf22fb,v0.80.3,2026-06-27T23:57:46+02:00,feat(coding-agent): add external editor setting,9,9,9,coding-agent,CC-009;CU-002;CU-016,CC-009;CU-002,CU-016,coding-core;coding-ui,PARTIAL;PORT;docs,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/README.md;packages/coding-agent/docs/keybindings.md;packages/coding-agent/docs/settings.md;packages/coding-agent/docs/usage.md;packages/coding-agent/src/core/settings-manager.ts;packages/coding-agent/src/modes/interactive/components/extension-editor.ts;packages/coding-agent/src/modes/interactive/interactive-mode.ts;packages/coding-agent/test/settings-manager.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/README.md;M:packages/coding-agent/docs/keybindings.md;M:packages/coding-agent/docs/settings.md;M:packages/coding-agent/docs/usage.md;M:packages/coding-agent/src/core/settings-manager.ts;M:packages/coding-agent/src/modes/interactive/components/extension-editor.ts;M:packages/coding-agent/src/modes/interactive/interactive-mode.ts;M:packages/coding-agent/test/settings-manager.test.ts
234c2ad54c138de67ee8ca0b208a5895738e1d2c,v0.80.3,2026-06-28T17:46:26+02:00,Merge pull request #6078 from geraschenko/rpc-get-entries-tree,0,0,0,,CC-008,CC-008,,coding-core,CONFLICT;PORT;PRESENT;merge;release,EVIDENCE_LINKED,,
a8c692c712c52ab49607344ca659314322c533bf,v0.80.3,2026-06-28T17:49:12+02:00,Merge pull request #6074 from yzhg1983/private/pre-prompt-compaction-no-continue,0,0,0,,CC-007,CC-007,,coding-core,CONFLICT;merge,EVIDENCE_LINKED,,
8f64353e654c4b9a7afa800757086816cd5f1eb4,v0.80.3,2026-06-28T18:53:35+02:00,fix: restrict bot gate bypasses,2,0,2,.github,TR-010,TR-010,,tui-repo,,EVIDENCE_LINKED,.github/workflows/issue-gate.yml;.github/workflows/pr-gate.yml,M:.github/workflows/issue-gate.yml;M:.github/workflows/pr-gate.yml
54113731b2e70ceb61ea1948fdfe83395ff2fd90,v0.80.3,2026-06-28T19:57:47+02:00,fix(ai): use HTTP timeout for Codex SSE headers,3,3,3,ai,AI-008;AI-011,AI-008,AI-011,ai,MISSING;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/api/openai-codex-responses.ts;packages/ai/test/openai-codex-stream.test.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/api/openai-codex-responses.ts;M:packages/ai/test/openai-codex-stream.test.ts
b91bdd5a3e5ad20f11175fd7a02226b9a1f2b5b3,v0.80.3,2026-06-29T08:40:20+02:00,fix(ai): preserve Z.AI thinking content,3,3,3,ai,AI-009,AI-009,,ai,MISSING;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/api/openai-completions.ts;packages/ai/test/openai-completions-tool-choice.test.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/api/openai-completions.ts;M:packages/ai/test/openai-completions-tool-choice.test.ts
541d11f725d597baa92d90a127a5e9f92713b24d,v0.80.3,2026-06-29T06:41:07Z,chore: approve contributor skhoroshavin,1,0,1,.github,TR-019,TR-019,,tui-repo,,EVIDENCE_LINKED,.github/APPROVED_CONTRIBUTORS,M:.github/APPROVED_CONTRIBUTORS
5d499272a879398985ad9b1695866ab3d8685053,v0.80.3,2026-06-29T16:53:39+02:00,fix(coding-agent): stabilize interactive status indicators,5,5,5,coding-agent,CU-020;HC-007,CU-020;HC-007,,coding-ui;hcp,PARTIAL,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/modes/interactive/components/status-indicator.ts;packages/coding-agent/src/modes/interactive/interactive-mode.ts;packages/coding-agent/test/interactive-mode-import-command.test.ts;packages/coding-agent/test/status-indicator.test.ts,M:packages/coding-agent/CHANGELOG.md;A:packages/coding-agent/src/modes/interactive/components/status-indicator.ts;M:packages/coding-agent/src/modes/interactive/interactive-mode.ts;M:packages/coding-agent/test/interactive-mode-import-command.test.ts;A:packages/coding-agent/test/status-indicator.test.ts
6fbeba51af98a37a0695ec8b53308dde81d9ab46,v0.80.3,2026-06-29T16:58:24+02:00,Merge pull request #5832 from stephanmck/fix/provider-error-body-passthrough-5763,0,0,0,,AI-006,AI-006,,ai,MISSING;PORT;merge,EVIDENCE_LINKED,,
927e98068cda276bf9188f4774fb927c89823388,v0.80.3,2026-06-29T17:10:53+02:00,fix(coding-agent): fix compaction event regression test,2,2,2,coding-agent,,,,coding-ui;parent-review,PRESENT;test-only,MECHANICAL_OR_NA,packages/coding-agent/CHANGELOG.md;packages/coding-agent/test/interactive-mode-compaction.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/test/interactive-mode-compaction.test.ts
726a9c526c8da1fcc3218dbc5e5cba02665dfbc9,v0.80.3,2026-06-30T00:38:06-05:00,fix(coding-agent): emit session name changes to extensions,6,6,6,coding-agent,CC-010;CU-023,CC-010;CU-023,,coding-core;coding-ui,MISSING;PARTIAL;PORT;PRESENT;merge,EVIDENCE_LINKED,packages/coding-agent/docs/extensions.md;packages/coding-agent/src/core/agent-session.ts;packages/coding-agent/src/core/extensions/index.ts;packages/coding-agent/src/core/extensions/types.ts;packages/coding-agent/src/index.ts;packages/coding-agent/test/suite/regressions/3686-session-name-event.test.ts,M:packages/coding-agent/docs/extensions.md;M:packages/coding-agent/src/core/agent-session.ts;M:packages/coding-agent/src/core/extensions/index.ts;M:packages/coding-agent/src/core/extensions/types.ts;M:packages/coding-agent/src/index.ts;M:packages/coding-agent/test/suite/regressions/3686-session-name-event.test.ts
3d6acb37b93d2ceedfcc170b2d212c34fedbf193,v0.80.3,2026-06-30T08:33:18+02:00,fix(ai): regenerate model catalog,17,17,17,ai,AI-010;AI-020,AI-010,AI-020,ai,PORT;SUPERSEDED,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/providers/amazon-bedrock.models.ts;packages/ai/src/providers/anthropic.models.ts;packages/ai/src/providers/fireworks.models.ts;packages/ai/src/providers/groq.models.ts;packages/ai/src/providers/huggingface.models.ts;packages/ai/src/providers/minimax-cn.models.ts;packages/ai/src/providers/minimax.models.ts;packages/ai/src/providers/nvidia.models.ts;packages/ai/src/providers/opencode-go.models.ts;packages/ai/src/providers/openrouter.models.ts;packages/ai/src/providers/together.models.ts;packages/ai/src/providers/vercel-ai-gateway.models.ts;packages/ai/src/providers/xiaomi-token-plan-ams.models.ts;packages/ai/src/providers/xiaomi-token-plan-cn.models.ts;packages/ai/src/providers/xiaomi-token-plan-sgp.models.ts;packages/ai/src/providers/xiaomi.models.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/providers/amazon-bedrock.models.ts;M:packages/ai/src/providers/anthropic.models.ts;M:packages/ai/src/providers/fireworks.models.ts;M:packages/ai/src/providers/groq.models.ts;M:packages/ai/src/providers/huggingface.models.ts;M:packages/ai/src/providers/minimax-cn.models.ts;M:packages/ai/src/providers/minimax.models.ts;M:packages/ai/src/providers/nvidia.models.ts;M:packages/ai/src/providers/opencode-go.models.ts;M:packages/ai/src/providers/openrouter.models.ts;M:packages/ai/src/providers/together.models.ts;M:packages/ai/src/providers/vercel-ai-gateway.models.ts;M:packages/ai/src/providers/xiaomi-token-plan-ams.models.ts;M:packages/ai/src/providers/xiaomi-token-plan-cn.models.ts;M:packages/ai/src/providers/xiaomi-token-plan-sgp.models.ts;M:packages/ai/src/providers/xiaomi.models.ts
939c39ab84719aae7c467663b8df4ccd14aac1f1,v0.80.3,2026-06-30T11:35:20+02:00,Merge pull request #6175 from xl0/session-info-changed,0,0,0,,CC-010,CC-010,,coding-core,PARTIAL;PORT;merge,EVIDENCE_LINKED,,
2117b61c6bff817112ad2f9d2820299f386a5a17,v0.80.3,2026-06-30T11:42:39+02:00,fix(coding-agent): handle undici mid-stream client errors,2,2,2,coding-agent,CC-013,CC-013,,coding-core;coding-ui,CONFLICT;PARTIAL;PORT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/core/http-dispatcher.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/core/http-dispatcher.ts
6564d9471702727141e20b305d17679e06373e57,v0.80.3,2026-06-30T04:44:34-05:00,feat(coding-agent): add configurable assistant output padding,9,9,9,coding-agent,CC-011;CU-001,CC-011;CU-001,,coding-core;coding-ui,MISSING;PORT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/docs/settings.md;packages/coding-agent/src/core/settings-manager.ts;packages/coding-agent/src/modes/interactive/components/assistant-message.ts;packages/coding-agent/src/modes/interactive/components/settings-selector.ts;packages/coding-agent/src/modes/interactive/interactive-mode.ts;packages/coding-agent/test/assistant-message.test.ts;packages/coding-agent/test/settings-manager.test.ts;packages/coding-agent/test/suite/regressions/5943-session-start-notify.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/docs/settings.md;M:packages/coding-agent/src/core/settings-manager.ts;M:packages/coding-agent/src/modes/interactive/components/assistant-message.ts;M:packages/coding-agent/src/modes/interactive/components/settings-selector.ts;M:packages/coding-agent/src/modes/interactive/interactive-mode.ts;M:packages/coding-agent/test/assistant-message.test.ts;M:packages/coding-agent/test/settings-manager.test.ts;M:packages/coding-agent/test/suite/regressions/5943-session-start-notify.test.ts
9be55bc773bc1dffad307dd7cd130d949b336a0b,v0.80.3,2026-06-30T11:55:40+02:00,fix(coding-agent): apply output padding to user messages,8,8,8,coding-agent,CC-011;CU-001,CC-011;CU-001,,coding-core;coding-ui,MISSING;PORT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/docs/settings.md;packages/coding-agent/src/core/settings-manager.ts;packages/coding-agent/src/modes/interactive/components/assistant-message.ts;packages/coding-agent/src/modes/interactive/components/settings-selector.ts;packages/coding-agent/src/modes/interactive/components/user-message.ts;packages/coding-agent/src/modes/interactive/interactive-mode.ts;packages/coding-agent/test/assistant-message.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/docs/settings.md;M:packages/coding-agent/src/core/settings-manager.ts;M:packages/coding-agent/src/modes/interactive/components/assistant-message.ts;M:packages/coding-agent/src/modes/interactive/components/settings-selector.ts;M:packages/coding-agent/src/modes/interactive/components/user-message.ts;M:packages/coding-agent/src/modes/interactive/interactive-mode.ts;M:packages/coding-agent/test/assistant-message.test.ts
e547bb9f4180599629c45871c8311a51e1ec4f2f,v0.80.3,2026-06-30T13:56:04+02:00,fix(coding-agent): refresh session state before next turn,3,3,3,agent;coding-agent,AG-001;AG-002;CC-012;CU-022;HC-003,AG-001;AG-002;CC-012;CU-022;HC-003,,agent;coding-core;coding-ui;hcp,CONFLICT;N/A;PARTIAL;docs,EVIDENCE_LINKED,packages/agent/src/agent.ts;packages/coding-agent/src/core/agent-session.ts;packages/coding-agent/test/suite/regressions/extension-active-tools-next-turn.test.ts,M:packages/agent/src/agent.ts;M:packages/coding-agent/src/core/agent-session.ts;A:packages/coding-agent/test/suite/regressions/extension-active-tools-next-turn.test.ts
fd6659dd5d32d67feaa7ce2ba5eeb87c5705149c,v0.80.3,2026-06-30T14:08:48+02:00,fix(coding-agent): preserve run prompt during tool refresh,7,7,7,agent;coding-agent,AG-001;AG-002;CC-012;CU-022;HC-003,AG-001;AG-002;CC-012;CU-022;HC-003,,agent;coding-core;coding-ui;hcp,CONFLICT;N/A;PARTIAL;docs,EVIDENCE_LINKED,packages/agent/CHANGELOG.md;packages/agent/src/agent.ts;packages/agent/test/agent.test.ts;packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/core/agent-session.ts;packages/coding-agent/test/suite/regressions/6162-extension-active-tools-next-turn.test.ts;packages/coding-agent/test/suite/regressions/extension-active-tools-next-turn.test.ts,M:packages/agent/CHANGELOG.md;M:packages/agent/src/agent.ts;M:packages/agent/test/agent.test.ts;M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/core/agent-session.ts;A:packages/coding-agent/test/suite/regressions/6162-extension-active-tools-next-turn.test.ts;D:packages/coding-agent/test/suite/regressions/extension-active-tools-next-turn.test.ts
5c1a2977bc5f22e497e4db4e67164bdc834d85d8,v0.80.3,2026-06-30T22:12:48+02:00,fix(ai): update generated model catalogue,12,12,12,ai,AI-010;AI-020,AI-010,AI-020,ai,PORT;SUPERSEDED,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/scripts/generate-models.ts;packages/ai/src/api/bedrock-converse-stream.ts;packages/ai/src/image-models.generated.ts;packages/ai/src/providers/amazon-bedrock.models.ts;packages/ai/src/providers/anthropic.models.ts;packages/ai/src/providers/opencode-go.models.ts;packages/ai/src/providers/openrouter.models.ts;packages/ai/src/providers/vercel-ai-gateway.models.ts;packages/ai/test/anthropic-adaptive-thinking-models.test.ts;packages/ai/test/anthropic-thinking-disable.test.ts;packages/ai/test/bedrock-thinking-payload.test.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/scripts/generate-models.ts;M:packages/ai/src/api/bedrock-converse-stream.ts;M:packages/ai/src/image-models.generated.ts;M:packages/ai/src/providers/amazon-bedrock.models.ts;M:packages/ai/src/providers/anthropic.models.ts;M:packages/ai/src/providers/opencode-go.models.ts;M:packages/ai/src/providers/openrouter.models.ts;M:packages/ai/src/providers/vercel-ai-gateway.models.ts;M:packages/ai/test/anthropic-adaptive-thinking-models.test.ts;M:packages/ai/test/anthropic-thinking-disable.test.ts;M:packages/ai/test/bedrock-thinking-payload.test.ts
f98a154d87bb8e04ea22063780462beec7ecd273,v0.80.3,2026-06-30T22:24:42+02:00,docs: audit changelog entries,2,2,2,ai;coding-agent,AI-045,AI-045,,ai;coding-ui,N/A,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/coding-agent/CHANGELOG.md,M:packages/ai/CHANGELOG.md;M:packages/coding-agent/CHANGELOG.md
a23abe4a695df8b69b613f73e9fdda2a8af894d4,v0.80.3,2026-06-30T22:29:41+02:00,Release v0.80.3,23,22,23,agent;ai;coding-agent;orchestrator;package-lock.json;tui,AI-045;TR-017,AI-045;TR-017,,agent;ai;coding-core;coding-ui;tui-repo,N/A;NO-OP;release,EVIDENCE_LINKED,package-lock.json;packages/agent/CHANGELOG.md;packages/agent/package.json;packages/ai/CHANGELOG.md;packages/ai/package.json;packages/coding-agent/CHANGELOG.md;packages/coding-agent/examples/extensions/custom-provider-anthropic/package-lock.json;packages/coding-agent/examples/extensions/custom-provider-anthropic/package.json;packages/coding-agent/examples/extensions/custom-provider-gitlab-duo/package.json;packages/coding-agent/examples/extensions/gondolin/package-lock.json;packages/coding-agent/examples/extensions/gondolin/package.json;packages/coding-agent/examples/extensions/sandbox/package-lock.json;packages/coding-agent/examples/extensions/sandbox/package.json;packages/coding-agent/examples/extensions/with-deps/package-lock.json;packages/coding-agent/examples/extensions/with-deps/package.json;packages/coding-agent/install-lock/package-lock.json;packages/coding-agent/install-lock/package.json;packages/coding-agent/npm-shrinkwrap.json;packages/coding-agent/package.json;packages/orchestrator/CHANGELOG.md;packages/orchestrator/package.json;packages/tui/CHANGELOG.md;packages/tui/package.json,M:package-lock.json;M:packages/agent/CHANGELOG.md;M:packages/agent/package.json;M:packages/ai/CHANGELOG.md;M:packages/ai/package.json;M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/examples/extensions/custom-provider-anthropic/package-lock.json;M:packages/coding-agent/examples/extensions/custom-provider-anthropic/package.json;M:packages/coding-agent/examples/extensions/custom-provider-gitlab-duo/package.json;M:packages/coding-agent/examples/extensions/gondolin/package-lock.json;M:packages/coding-agent/examples/extensions/gondolin/package.json;M:packages/coding-agent/examples/extensions/sandbox/package-lock.json;M:packages/coding-agent/examples/extensions/sandbox/package.json;M:packages/coding-agent/examples/extensions/with-deps/package-lock.json;M:packages/coding-agent/examples/extensions/with-deps/package.json;M:packages/coding-agent/install-lock/package-lock.json;M:packages/coding-agent/install-lock/package.json;M:packages/coding-agent/npm-shrinkwrap.json;M:packages/coding-agent/package.json;M:packages/orchestrator/CHANGELOG.md;M:packages/orchestrator/package.json;M:packages/tui/CHANGELOG.md;M:packages/tui/package.json
